,DeviceTimeStamp,PFL1,PFL2,PFL3,Avg_PF,Sum_PF,FRQ,THDVL1,THDVL2,THDVL3,THDIL1,THDIL2,THDIL3,MDIL1,MDIL2,MDIL3
30865,2020-02-09T16:15,0.99,0.97,0.97,0.98,12.1,49.9,2.0,1.8,1.9,12.4,18.6,10.8,114.1,99.2,148.6
30867,2020-02-09T16:30,0.99,0.99,0.95,0.99,9.6,50.0,2.1,1.9,2.0,15.4,19.1,14.9,114.1,99.2,148.6
30869,2020-02-09T16:45,0.99,0.97,0.96,0.98,13.0,49.8,2.2,2.0,1.9,22.8,18.4,10.8,114.1,99.2,148.6
30871,2020-02-09T17:00,0.99,0.99,0.96,0.98,10.8,49.9,2.3,2.0,2.0,26.2,15.5,10.3,114.1,99.2,148.6
30873,2020-02-09T17:18,0.99,0.99,0.98,0.99,9.1,49.9,2.4,2.0,2.1,24.6,13.4,11.5,114.1,99.2,148.6
30875,2020-02-09T17:30,0.99,0.99,0.98,0.99,8.6,49.8,2.3,2.1,2.1,21.2,14.7,11.7,114.1,99.2,148.6
30877,2020-02-09T17:45,0.99,0.98,0.98,0.99,9.7,49.8,2.0,2.0,2.2,17.9,16.5,12.7,114.1,99.2,148.6
30879,2020-02-09T18:00,0.99,0.98,0.98,0.99,9.6,49.9,2.2,2.2,2.2,19.4,18.3,11.4,114.1,99.2,148.6
30881,2020-02-09T18:15,0.99,0.99,0.98,0.99,8.6,50.0,2.1,2.2,2.2,19.7,17.8,13.8,114.1,99.2,148.6
30883,2020-02-09T18:30,0.99,0.99,0.97,0.99,9.5,49.9,2.2,2.2,2.3,21.4,17.5,11.6,114.1,99.2,148.6
30885,2020-02-09T18:45,0.99,0.99,0.98,0.99,7.8,49.9,2.3,2.4,2.4,21.5,17.4,13.7,114.1,99.2,148.6
30887,2020-02-09T19:00,0.99,0.99,0.99,0.99,7.6,50.0,2.3,2.4,2.4,20.1,21.7,11.5,114.1,99.2,148.6
30889,2020-02-09T19:15,0.99,0.99,0.98,0.99,8.6,50.0,2.3,2.4,2.3,18.0,19.9,12.0,114.1,99.2,148.6
30891,2020-02-09T19:30,0.99,0.99,0.98,0.99,9.5,49.9,2.3,2.4,2.5,17.5,21.8,13.8,114.1,99.2,148.6
30893,2020-02-09T19:45,0.99,0.98,0.98,0.98,10.7,50.0,2.3,2.4,2.5,19.2,21.4,13.3,114.1,99.2,148.6
30895,2020-02-09T20:00,0.99,0.99,0.98,0.99,9.0,50.0,2.3,2.4,2.4,17.2,19.5,12.1,114.1,99.2,148.6
30897,2020-02-09T20:15,0.99,0.99,0.98,0.99,9.0,50.0,2.2,2.3,2.3,17.7,18.5,12.1,114.1,99.2,148.6
30899,2020-02-09T20:30,0.99,0.99,0.97,0.99,8.2,50.0,2.3,2.4,2.3,14.2,21.1,12.1,114.1,99.2,148.6
30901,2020-02-09T20:45,0.99,0.98,0.98,0.99,8.8,50.0,2.2,2.3,2.4,16.8,18.0,12.0,114.1,99.2,148.6
30903,2020-02-09T21:00,0.99,0.98,0.98,0.99,8.0,50.0,2.3,2.4,2.3,17.7,18.7,12.5,114.1,99.2,148.6
30905,2020-02-09T21:15,0.99,0.99,0.98,0.99,6.8,50.0,2.4,2.4,2.5,18.5,18.6,12.6,114.1,99.2,148.6
30907,2020-02-09T21:30,0.99,0.98,0.99,0.99,10.3,50.0,2.4,2.4,2.5,18.7,19.4,15.5,114.1,99.2,148.6
30909,2020-02-09T21:45,0.99,0.99,0.98,0.99,8.1,50.0,2.4,2.4,2.4,18.2,17.4,13.4,114.1,99.2,148.6
30911,2020-02-09T22:00,0.99,0.98,0.98,0.98,10.3,50.0,2.4,2.5,2.5,17.8,22.2,11.4,114.1,99.2,148.6
30913,2020-02-09T22:15,0.99,0.96,0.99,0.99,10.6,50.0,2.4,2.4,2.4,17.5,20.7,13.3,114.1,99.2,148.6
30915,2020-02-09T22:30,0.99,0.98,0.98,0.99,8.3,50.0,2.4,2.4,2.4,19.8,16.7,13.8,114.1,99.2,148.6
30917,2020-02-09T22:45,0.99,0.97,0.98,0.98,11.3,49.9,2.4,2.4,2.4,18.0,18.2,12.8,114.1,99.2,148.6
30919,2020-02-09T23:00,0.99,0.98,0.98,0.99,8.9,49.9,2.4,2.2,2.2,18.9,13.5,16.2,114.1,99.2,148.6
30921,2020-02-09T23:15,0.99,0.97,0.99,0.99,10.3,50.0,2.5,2.4,2.4,16.3,18.7,13.1,114.1,99.2,148.6
30923,2020-02-09T23:30,0.97,0.96,0.99,0.98,13.5,50.1,2.4,2.2,2.3,16.4,21.4,15.3,114.1,99.2,148.6
30925,2020-02-09T23:45,0.99,0.94,0.99,0.98,11.8,50.0,2.3,2.1,2.2,20.2,21.8,13.2,114.1,99.2,148.6
30927,2020-02-10T00:15,0.99,0.96,0.98,0.99,10.0,50.1,2.2,1.8,1.9,21.1,20.5,11.1,114.1,99.2,148.6
30929,2020-02-12T17:54,0.99,0.99,0.99,0.99,9.5,49.9,2.7,2.7,2.7,24.7,19.9,15.6,114.1,99.2,148.6
30931,2020-02-12T18:00,0.99,0.98,0.99,0.99,9.4,49.8,2.7,2.7,2.7,25.5,17.2,16.3,114.1,99.2,148.6
30933,2020-02-12T18:15,0.99,0.99,0.99,0.99,9.1,49.8,2.7,2.7,2.8,20.7,21.1,17.5,114.1,99.2,148.6
30935,2020-02-12T18:30,0.99,0.99,0.99,0.99,8.7,49.8,2.8,2.8,2.8,24.5,19.8,18.0,114.1,99.2,148.6
30937,2020-02-12T18:45,0.99,0.99,0.99,0.99,8.7,49.9,2.8,2.8,2.9,24.8,19.6,17.6,114.1,99.7,148.6
30939,2020-02-12T19:00,0.99,0.99,0.99,0.99,7.6,49.8,2.8,2.9,3.0,25.1,18.9,18.6,114.1,102.2,148.6
30941,2020-02-12T19:15,0.99,0.99,0.99,0.99,9.1,50.0,2.9,2.9,2.9,23.3,20.0,15.8,114.1,102.7,148.6
30943,2020-02-12T19:30,0.99,0.99,0.99,0.99,8.7,50.0,2.8,2.9,3.0,22.8,20.9,17.8,114.1,102.7,148.6
30945,2020-02-12T19:45,0.99,0.99,0.99,0.99,7.6,50.0,2.8,3.0,3.0,22.7,24.0,15.8,114.1,102.7,148.6
30947,2020-02-12T20:00,0.99,0.99,0.99,0.99,7.0,50.0,2.8,2.9,3.0,24.2,21.1,18.9,114.1,102.7,148.6
30949,2020-02-12T20:15,0.99,0.99,0.99,0.99,7.9,50.0,2.7,2.9,3.1,24.4,21.0,17.8,114.1,102.7,148.6
30951,2020-02-12T20:30,0.99,0.99,0.99,0.99,8.4,50.0,2.7,2.9,3.0,23.4,21.1,18.3,114.1,102.7,148.6
30953,2020-02-12T20:45,0.99,0.99,0.99,0.99,8.4,50.0,2.7,2.8,3.0,22.6,21.5,19.4,114.1,102.7,148.6
30955,2020-02-12T21:00,0.99,0.99,0.99,0.99,8.7,49.9,2.6,2.8,2.9,21.2,25.5,19.1,114.1,102.7,148.6
30957,2020-02-12T21:15,0.99,0.99,0.99,0.99,7.6,50.0,2.6,2.8,2.9,23.2,24.0,19.4,114.1,102.7,148.6
30959,2020-02-12T21:30,0.99,0.99,0.99,0.99,7.4,49.8,2.4,2.5,2.7,21.2,25.5,19.5,114.1,102.7,148.6
30961,2020-02-12T21:45,0.99,0.98,0.99,0.99,7.5,50.0,2.5,2.4,2.7,17.6,25.0,19.5,114.1,102.7,148.6
30963,2020-02-12T22:00,0.99,0.97,0.99,0.99,9.7,50.0,2.4,2.4,2.7,18.2,24.7,15.6,114.1,102.7,148.6
30965,2020-02-12T22:15,0.99,0.97,0.99,0.99,8.6,50.0,2.4,2.3,2.6,20.8,21.9,15.8,114.1,102.7,148.6
30967,2020-02-12T22:30,0.99,0.99,0.98,0.99,9.0,49.9,2.4,2.2,2.3,18.4,25.7,10.4,114.1,102.7,148.6
30969,2020-02-12T22:45,0.99,0.96,0.99,0.99,8.8,50.0,2.3,2.2,2.3,20.1,23.8,10.6,114.1,102.7,148.6
30971,2020-02-12T23:00,0.99,0.98,0.99,0.99,7.4,49.9,2.3,2.2,2.2,16.4,26.5,11.5,114.1,102.7,148.6
30973,2020-02-12T23:15,0.99,0.95,0.99,0.99,8.8,50.0,2.3,2.1,2.2,21.2,20.6,9.7,114.1,102.7,148.6
30975,2020-02-12T23:30,0.99,0.94,0.99,0.99,9.2,49.9,2.3,1.9,2.1,23.7,22.6,11.8,114.1,102.7,148.6
30977,2020-02-12T23:45,0.99,0.93,0.99,0.99,10.8,49.9,2.2,1.9,2.1,21.2,22.2,11.5,114.1,102.7,148.6
30979,2020-02-13T00:00,0.99,0.93,0.98,0.99,11.5,49.8,2.1,1.7,2.0,18.1,19.3,12.9,114.1,102.7,148.6
30981,2020-02-13T00:15,0.99,0.96,0.99,0.99,9.8,49.9,1.9,1.7,1.8,22.9,19.3,12.8,114.1,102.7,148.6
30983,2020-02-13T00:30,0.99,0.94,0.98,0.98,11.9,49.8,1.7,1.6,1.7,20.7,16.9,14.2,114.1,102.7,148.6
30985,2020-02-13T00:45,0.99,0.92,0.97,0.98,12.0,49.9,1.7,1.5,1.7,22.6,15.0,12.8,114.1,102.7,148.6
30987,2020-02-13T01:00,0.99,0.96,0.97,0.98,11.5,50.0,1.8,1.5,1.6,21.8,20.7,12.0,114.1,102.7,148.6
30989,2020-02-13T01:15,0.99,0.92,0.97,0.98,12.1,50.0,1.8,1.4,1.6,22.3,17.4,12.9,114.1,102.7,148.6
30991,2020-02-13T01:30,0.99,0.93,0.98,0.98,11.3,49.9,1.6,1.5,1.6,20.5,15.0,12.6,114.1,102.7,148.6
30993,2020-02-13T01:45,0.99,0.9,0.99,0.99,11.6,49.9,1.7,1.4,1.6,22.0,20.0,11.9,114.1,102.7,148.6
30995,2020-02-13T02:00,0.99,0.93,0.99,0.99,9.8,49.8,1.6,1.4,1.6,22.7,24.4,11.2,114.1,102.7,148.6
30997,2020-02-13T02:15,0.99,0.89,0.98,0.99,10.6,49.9,1.7,1.4,1.6,23.8,20.5,11.3,114.1,102.7,148.6
30999,2020-02-13T02:30,0.99,0.9,0.98,0.99,11.2,49.9,1.7,1.5,1.4,22.9,21.4,10.2,114.1,102.7,148.6
31001,2020-02-13T02:45,0.99,0.89,0.98,0.98,13.0,49.8,1.5,1.4,1.7,19.5,15.0,11.8,114.1,102.7,148.6
31003,2020-02-13T03:00,0.99,0.86,0.98,0.98,13.2,49.9,1.4,1.3,1.6,20.2,18.9,11.5,114.1,102.7,148.6
31005,2020-02-13T03:15,0.99,0.87,0.98,0.98,12.2,49.9,1.6,1.4,1.5,20.0,19.7,10.7,114.1,102.7,148.6
31007,2020-02-13T03:30,0.99,0.9,0.97,0.98,13.6,49.9,1.6,1.2,1.6,21.2,18.4,10.0,114.1,102.7,148.6
31009,2020-02-13T03:45,0.99,0.95,0.97,0.99,9.2,49.9,1.6,1.3,1.4,22.3,26.5,10.2,114.1,102.7,148.6
31011,2020-02-13T04:00,0.99,0.91,0.99,0.99,10.4,49.9,1.6,1.4,1.5,22.6,15.5,12.9,114.1,102.7,148.6
31013,2020-02-13T04:15,0.99,0.85,0.98,0.97,15.1,50.0,1.6,1.4,1.5,18.1,17.7,11.5,114.1,102.7,148.6
31015,2020-02-13T04:30,0.98,0.92,0.98,0.99,8.4,49.9,1.1,1.0,0.8,23.9,16.2,11.7,114.1,102.7,148.6
31017,2020-02-13T04:45,0.99,0.9,0.98,0.99,11.0,50.0,1.6,1.4,1.5,19.8,22.3,10.9,114.1,102.7,148.6
31019,2020-02-13T05:00,0.99,0.9,0.98,0.98,12.7,49.9,1.5,1.4,1.5,18.8,20.8,12.6,114.1,102.7,148.6
31021,2020-02-13T05:15,0.99,0.89,0.99,0.99,10.8,50.0,1.7,1.6,1.8,19.3,21.5,8.8,114.1,102.7,148.6
31023,2020-02-13T05:30,0.99,0.81,0.96,0.95,17.6,49.9,1.5,1.2,1.5,18.5,11.8,11.4,114.1,102.7,148.6
31025,2020-02-13T05:45,0.99,0.91,0.98,0.99,11.0,50.0,1.6,1.3,1.4,14.8,14.3,10.8,114.1,102.7,148.6
31027,2020-02-13T06:00,0.99,0.94,0.98,0.99,9.8,49.9,1.5,1.2,1.4,20.0,22.5,11.2,114.1,102.7,148.6
31029,2020-02-13T06:15,0.99,0.92,0.96,0.97,13.6,49.9,1.5,1.3,1.4,19.3,12.8,12.7,114.1,102.7,148.6
31031,2020-02-13T06:30,0.99,0.9,0.97,0.97,14.9,49.7,1.1,1.5,1.5,16.4,21.3,12.6,114.1,102.7,148.6
31033,2020-02-13T06:45,0.99,0.96,0.98,0.99,8.7,49.9,1.2,1.2,1.0,19.6,27.4,7.5,114.1,102.7,148.6
31035,2020-02-13T07:00,0.99,0.92,0.97,0.99,11.3,49.9,1.4,1.2,1.4,12.0,21.7,9.2,114.1,102.7,148.6
31037,2020-02-13T07:15,0.99,0.99,0.97,0.99,7.9,49.9,1.4,1.3,1.2,10.5,9.8,10.1,114.1,102.7,148.6
31039,2020-02-13T07:30,0.99,0.98,0.98,0.99,7.4,49.9,1.5,1.4,1.3,15.8,9.7,5.1,114.1,102.7,148.6
31041,2020-02-13T07:45,0.99,0.97,0.96,0.98,10.8,50.0,1.4,1.3,1.2,11.8,13.1,6.1,114.1,102.7,148.6
31043,2020-02-13T08:00,0.99,0.88,0.96,0.96,16.1,50.0,1.4,1.3,1.3,15.5,16.6,10.1,114.1,102.7,148.6
31045,2020-02-13T08:15,0.99,0.94,0.99,0.98,11.1,50.0,1.4,1.3,1.3,15.7,12.4,7.3,114.1,102.7,148.6
31047,2020-02-13T08:30,0.99,0.95,0.97,0.98,10.8,50.0,1.6,1.7,1.3,18.8,11.7,6.1,114.1,102.7,148.6
31049,2020-02-13T08:45,0.99,0.92,0.95,0.97,14.5,50.0,1.5,1.2,1.5,11.6,14.6,11.6,114.1,102.7,148.6
31051,2020-02-13T09:00,0.99,0.96,0.98,0.98,10.6,49.9,1.5,1.3,1.4,14.6,11.6,8.6,114.1,102.7,148.6
31053,2020-02-13T09:15,0.99,0.95,0.98,0.98,11.2,50.0,1.4,1.4,1.5,15.9,15.3,9.9,114.1,102.7,148.6
31055,2020-02-13T09:30,0.98,0.95,0.94,0.96,16.1,49.9,1.5,1.5,1.2,10.1,13.5,10.2,114.1,102.7,148.6
31057,2020-02-13T09:45,0.99,0.94,0.96,0.98,12.9,50.0,1.5,1.4,1.6,8.4,11.5,8.7,114.1,102.7,148.6
31059,2020-02-13T10:00,0.99,0.89,0.96,0.97,14.7,50.0,1.7,1.5,1.6,10.5,12.5,6.7,114.1,102.7,148.6
31061,2020-02-13T10:15,0.99,0.94,0.93,0.96,14.9,50.0,2.1,1.8,1.2,14.1,10.3,8.9,114.1,102.7,148.6
31063,2020-02-13T10:30,0.99,0.94,0.93,0.97,14.7,50.0,2.0,2.0,2.1,11.2,13.3,10.4,114.1,102.7,148.6
31065,2020-02-13T10:45,0.99,0.95,0.93,0.96,14.7,49.9,1.7,1.6,1.7,13.7,12.6,11.3,114.1,102.7,148.6
31067,2020-02-13T11:00,0.99,0.95,0.97,0.98,13.1,50.0,1.9,1.6,2.0,16.8,14.1,16.5,114.1,102.7,148.6
31069,2020-02-13T11:15,0.99,0.96,0.97,0.98,12.6,50.0,1.9,1.7,2.1,18.2,11.8,15.6,114.1,102.7,148.6
31071,2020-02-13T11:30,0.99,0.94,0.98,0.98,12.6,49.9,2.0,1.8,2.2,24.3,13.5,18.0,114.1,102.7,148.6
31073,2020-02-13T12:00,0.98,0.97,0.97,0.98,12.5,50.0,2.1,2.0,2.1,16.1,8.3,11.3,114.1,102.7,148.6
31075,2020-02-13T12:15,0.99,0.97,0.98,0.98,12.1,50.0,2.2,1.9,2.2,18.6,8.9,10.9,114.1,102.7,148.6
31077,2020-02-13T12:31,0.99,0.95,0.97,0.98,13.3,49.8,2.2,2.0,2.3,21.9,14.1,15.0,114.1,102.7,148.6
31079,2020-02-13T12:45,0.99,0.96,0.97,0.98,13.3,50.0,2.3,2.2,2.3,23.9,16.5,13.9,114.1,102.7,148.6
31081,2020-02-13T13:00,0.99,0.95,0.96,0.97,14.4,49.9,2.2,2.1,2.2,22.5,18.9,14.6,114.1,102.7,148.6
31083,2020-02-13T13:15,0.99,0.95,0.96,0.97,14.4,50.0,2.3,2.0,2.3,22.6,16.7,17.8,114.1,102.7,148.6
31085,2020-02-13T13:30,0.99,0.96,0.97,0.98,13.7,49.9,2.2,2.1,2.4,19.5,13.9,18.7,114.1,102.7,148.6
31087,2020-02-13T13:45,0.99,0.97,0.97,0.98,12.8,50.0,2.3,2.3,2.5,19.2,18.3,15.9,114.1,102.7,148.6
31089,2020-02-13T14:00,0.99,0.97,0.96,0.98,13.6,49.9,2.3,2.3,2.5,16.9,22.4,15.2,114.1,102.7,148.6
31091,2020-02-13T14:15,0.99,0.97,0.97,0.98,13.5,50.0,2.6,2.7,3.0,17.9,20.0,18.9,114.1,102.7,148.6
31093,2020-02-13T14:30,0.99,0.97,0.97,0.98,11.6,49.9,2.5,2.3,2.4,21.1,19.1,18.2,114.1,102.7,148.6
31095,2020-02-13T14:45,0.99,0.97,0.96,0.98,13.2,49.9,2.4,2.4,2.5,25.7,17.6,13.1,114.1,102.7,148.6
31097,2020-02-13T15:00,0.99,0.98,0.97,0.98,11.5,49.9,2.4,2.3,2.5,25.8,16.3,15.5,114.1,102.7,148.6
31099,2020-02-13T15:15,0.99,0.97,0.97,0.98,12.6,50.0,2.6,2.3,2.6,22.1,19.7,19.8,114.1,102.7,148.6
31101,2020-02-13T15:30,0.98,0.97,0.97,0.97,13.6,49.9,2.4,2.3,2.5,20.2,21.4,18.5,114.1,102.7,148.6
31103,2020-02-13T15:45,0.99,0.94,0.98,0.98,13.5,49.9,2.6,2.2,2.6,23.6,18.4,13.7,114.1,102.7,148.6
31105,2020-02-13T16:00,0.99,0.95,0.98,0.98,12.5,49.9,2.5,2.2,2.4,25.8,18.4,14.0,114.1,102.7,148.6
31107,2020-02-13T16:15,0.99,0.95,0.96,0.97,14.2,49.9,2.4,2.3,2.6,22.0,16.3,16.0,114.1,102.7,148.6
31109,2020-02-13T16:30,0.99,0.96,0.96,0.98,13.5,49.9,2.5,2.4,2.6,21.6,17.9,17.0,114.1,102.7,148.6
31111,2020-02-13T16:45,0.99,0.97,0.97,0.98,11.4,49.7,2.2,2.1,2.5,19.6,17.4,16.3,114.1,102.7,148.6
31113,2020-02-13T17:00,0.99,0.97,0.98,0.98,12.0,49.8,2.5,2.5,2.6,21.5,19.1,16.3,114.1,102.7,148.6
31115,2020-02-13T17:12,0.99,0.98,0.98,0.99,10.5,49.9,2.6,2.6,2.6,22.3,23.9,15.4,114.1,102.7,148.6
31117,2020-02-13T17:15,0.99,0.97,0.98,0.99,10.3,49.8,2.5,2.5,2.7,21.1,20.8,16.6,114.1,102.7,148.6
31119,2020-02-13T17:30,0.99,0.98,0.99,0.99,10.4,49.8,2.6,2.8,2.8,24.7,22.0,15.3,114.1,102.7,148.6
31121,2020-02-13T17:45,0.99,0.99,0.99,0.99,9.2,49.9,2.7,2.8,2.8,24.0,22.8,17.5,114.1,102.7,148.6
31123,2020-02-13T18:00,0.99,0.99,0.99,0.99,9.2,49.8,2.6,2.9,2.8,22.9,22.3,16.8,114.1,102.7,148.6
31125,2020-02-13T18:15,0.99,0.99,0.99,0.99,7.9,49.9,2.4,2.6,2.8,24.1,21.7,17.2,114.1,102.7,148.6
31127,2020-02-13T18:30,0.99,0.99,0.99,0.99,8.7,49.8,2.5,2.6,2.9,23.4,20.5,15.4,114.1,102.7,148.6
31129,2020-02-13T18:45,0.99,0.99,0.99,0.99,9.4,50.0,2.8,3.0,3.0,22.1,22.1,15.3,114.1,102.7,148.6
31131,2020-02-13T19:00,0.99,0.99,0.99,0.99,8.2,49.9,2.8,2.9,3.0,23.4,22.0,15.2,114.1,102.7,148.6
31133,2020-02-13T19:15,0.99,0.99,0.99,0.99,8.5,49.9,2.8,3.0,2.9,23.6,20.7,15.0,114.1,102.7,148.6
31135,2020-02-13T19:30,0.99,0.99,0.99,0.99,7.8,49.9,2.7,3.0,3.0,20.6,22.7,17.0,114.1,102.7,148.6
31137,2020-02-13T19:45,0.99,0.99,0.99,0.99,8.0,50.0,2.9,3.0,3.0,24.5,24.5,15.0,114.1,102.7,148.6
31139,2020-02-13T19:47,0.99,0.99,0.99,0.99,8.0,50.0,2.8,3.0,3.0,24.7,22.8,14.2,114.1,102.7,148.6
31141,2020-02-13T20:00,0.99,0.99,0.99,0.99,8.0,49.9,2.8,3.0,3.1,24.5,23.7,17.1,114.1,102.7,148.6
31143,2020-02-13T20:15,0.99,0.99,0.99,0.99,7.4,50.0,2.8,3.0,3.1,24.5,24.6,17.2,114.1,102.7,148.6
31145,2020-02-13T20:30,0.99,0.99,0.99,0.99,7.8,49.9,2.8,2.9,3.0,23.9,23.1,16.8,114.1,102.7,148.6
31147,2020-02-13T20:45,0.99,0.99,0.99,0.99,8.2,49.9,2.7,2.9,3.0,22.4,22.0,15.9,114.1,102.7,148.6
31149,2020-02-13T21:00,0.99,0.99,0.99,0.99,7.1,50.0,2.6,2.8,2.9,18.7,22.7,15.8,114.1,102.7,148.6
31151,2020-02-13T21:15,0.99,0.99,0.99,0.99,7.4,49.9,2.6,2.7,2.9,20.9,21.5,15.2,114.1,102.7,148.6
31153,2020-02-13T21:30,0.99,0.99,0.99,0.99,8.1,49.9,2.5,2.6,2.7,21.0,26.7,17.4,114.1,102.7,148.6
31155,2020-02-13T21:45,0.99,0.98,0.99,0.99,8.5,49.9,2.5,2.7,2.7,19.2,26.7,14.0,114.1,102.7,148.6
31157,2020-02-13T22:00,0.99,0.99,0.99,0.99,6.8,49.9,2.2,2.4,2.5,14.8,23.0,12.4,114.1,102.7,148.6
31159,2020-02-13T22:15,0.98,0.99,0.99,0.99,9.7,50.0,2.4,2.5,2.4,17.3,22.0,10.0,114.1,102.7,148.6
31161,2020-02-13T22:30,0.99,0.97,0.99,0.99,9.3,49.9,2.2,2.2,2.3,17.0,17.2,11.9,114.1,102.7,148.6
31163,2020-02-13T22:45,0.99,0.97,0.99,0.99,10.3,50.0,2.4,2.3,2.4,18.9,18.3,12.4,114.1,102.7,148.6
31165,2020-02-13T23:00,0.99,0.96,0.99,0.99,9.7,50.0,2.4,2.2,2.4,15.8,17.8,12.8,114.1,102.7,148.6
31167,2020-02-13T23:15,0.99,0.95,0.99,0.99,10.1,50.0,2.4,2.1,2.3,16.8,19.7,12.3,114.1,102.7,148.6
31169,2020-02-13T23:30,0.99,0.94,0.99,0.99,10.6,49.9,2.0,1.8,2.0,20.3,18.9,12.1,114.1,102.7,148.6
31171,2020-02-13T23:45,0.99,0.95,0.98,0.98,11.8,50.0,2.2,2.0,2.0,22.6,21.2,12.1,114.1,102.7,148.6
31173,2020-02-14T00:00,0.99,0.93,0.98,0.98,12.5,50.0,2.1,1.8,2.0,21.1,17.9,12.2,114.1,102.7,148.6
31175,2020-02-14T00:15,0.99,0.94,0.98,0.98,12.2,49.9,2.0,1.7,2.0,19.5,20.1,12.5,114.1,102.7,148.6
31177,2020-02-14T00:30,0.99,0.95,0.96,0.98,11.0,50.0,1.9,1.5,1.8,17.8,16.1,11.4,114.1,102.7,148.6
31179,2020-02-14T00:45,0.99,0.92,0.95,0.97,15.1,49.9,1.7,1.6,1.7,21.2,19.4,12.4,114.1,102.7,148.6
31181,2020-02-14T01:00,0.99,0.92,0.98,0.98,12.5,49.9,1.8,1.4,1.7,21.1,17.3,9.8,114.1,102.7,148.6
31183,2020-02-14T01:15,0.99,0.94,0.96,0.98,12.8,49.9,1.7,1.4,1.5,22.0,19.4,10.1,114.1,102.7,148.6
31185,2020-02-14T01:30,0.99,0.92,0.96,0.98,12.2,49.9,1.7,1.3,1.5,24.9,19.2,10.0,114.1,102.7,148.6
31187,2020-02-14T01:45,0.99,0.95,0.99,0.99,9.9,49.9,1.7,1.3,1.6,20.9,19.1,13.0,114.1,102.7,148.6
31189,2020-02-14T02:00,0.99,0.96,0.98,0.99,8.8,49.9,1.6,1.1,1.5,23.7,15.4,7.3,114.1,102.7,148.6
31191,2020-02-14T02:15,0.99,0.88,0.99,0.99,10.7,50.0,1.7,1.2,1.5,22.1,15.5,12.6,114.1,102.7,148.6
31193,2020-02-14T02:30,0.99,0.96,0.98,0.99,9.9,49.8,1.6,1.4,1.4,20.4,17.1,11.4,114.1,102.7,148.6
31195,2020-02-14T02:45,0.99,0.9,0.98,0.98,14.0,49.9,1.7,1.3,1.5,20.0,15.5,10.0,114.1,102.7,148.6
31197,2020-02-14T03:00,0.99,0.96,0.99,0.99,8.0,49.9,1.3,1.5,1.5,21.8,16.4,12.4,114.1,102.7,148.6
31199,2020-02-14T03:15,0.99,0.96,0.98,0.99,8.7,50.0,1.7,1.2,1.5,22.8,21.5,11.7,114.1,102.7,148.6
31201,2020-02-14T03:30,0.99,0.94,0.99,0.99,8.9,50.0,1.8,1.6,1.8,22.3,20.8,11.9,114.1,102.7,148.6
31203,2020-02-14T03:45,0.99,0.96,0.99,0.99,6.2,50.0,1.6,1.4,1.5,21.6,22.5,11.3,114.1,102.7,148.6
31205,2020-02-14T04:00,0.99,0.89,0.99,0.98,12.7,49.9,1.6,1.2,1.3,19.0,15.8,10.7,114.1,102.7,148.6
31207,2020-02-14T04:15,0.99,0.89,0.98,0.98,11.4,50.0,1.6,1.3,1.3,19.7,16.4,10.9,114.1,102.7,148.6
31209,2020-02-14T04:30,0.99,0.94,0.98,0.99,9.9,49.8,1.5,1.2,1.5,20.0,15.2,12.1,114.1,102.7,148.6
31211,2020-02-14T04:45,0.99,0.97,0.98,0.99,6.4,49.8,1.7,1.2,1.4,21.2,23.3,10.9,114.1,102.7,148.6
31213,2020-02-14T05:00,0.99,0.93,0.99,0.99,8.8,50.0,1.6,1.2,1.4,20.7,17.2,11.1,114.1,102.7,148.6
31215,2020-02-14T05:15,0.99,0.88,0.99,0.98,12.3,50.0,1.6,1.3,1.4,20.7,15.2,11.2,114.1,102.7,148.6
31217,2020-02-14T05:30,0.99,0.91,0.97,0.98,12.5,49.9,1.4,1.3,1.3,20.6,14.8,13.8,114.1,102.7,148.6
31219,2020-02-14T05:45,0.99,0.91,0.97,0.98,11.5,49.9,1.6,1.2,1.5,15.9,14.5,13.4,114.1,102.7,148.6
31221,2020-02-14T06:00,0.99,0.95,0.97,0.98,10.8,49.9,1.5,1.0,1.4,19.9,18.5,9.4,114.1,102.7,148.6
31223,2020-02-14T06:15,0.99,0.92,0.97,0.98,11.6,49.9,1.5,1.3,1.5,15.1,16.6,13.4,114.1,102.7,148.6
31225,2020-02-14T06:30,0.99,0.95,0.96,0.99,10.0,49.7,1.4,0.9,1.5,16.2,13.1,13.0,114.1,102.7,148.6
31227,2020-02-14T06:45,0.99,0.98,0.96,0.99,10.0,49.9,1.4,1.2,1.4,15.0,18.0,13.9,114.1,102.7,148.6
31229,2020-02-14T07:00,0.99,0.92,0.97,0.99,11.0,49.8,1.4,1.1,1.3,15.3,19.6,12.7,114.1,102.7,148.6
31231,2020-02-14T07:15,0.99,0.88,0.97,0.98,12.7,49.7,1.3,1.2,1.4,12.9,11.9,9.1,114.1,102.7,148.6
31233,2020-02-14T07:30,0.99,0.9,0.93,0.97,14.7,49.8,1.5,1.3,1.1,11.9,11.8,7.5,114.1,102.7,148.6
31235,2020-02-14T07:45,0.99,0.87,0.93,0.95,17.5,49.9,1.5,1.3,1.4,19.8,12.0,8.7,114.1,102.7,148.6
31237,2020-02-14T08:00,0.99,0.93,0.98,0.98,11.6,49.9,1.4,1.3,1.3,14.2,8.7,8.2,114.1,102.7,148.6
