,DeviceTimeStamp,PFL1,PFL2,PFL3,Avg_PF,Sum_PF,FRQ,THDVL1,THDVL2,THDVL3,THDIL1,THDIL2,THDIL3,MDIL1,MDIL2,MDIL3
12891,2019-09-11T21:15,0.99,0.99,0.98,0.99,7.9,49.9,1.7,1.8,1.7,10.5,15.2,6.0,201.1,170.0,203.9
12893,2019-09-11T21:30,0.98,0.99,0.99,0.99,8.1,50.0,1.7,1.8,1.6,11.1,14.3,10.9,201.1,170.0,203.9
12895,2019-09-11T21:45,0.98,0.99,0.99,0.99,8.6,50.0,1.6,1.7,1.5,9.0,14.3,5.9,201.1,170.0,203.9
12897,2019-09-11T22:00,0.98,0.99,0.99,0.99,7.9,50.0,1.6,1.6,1.6,9.1,11.5,6.1,201.1,170.0,203.9
12899,2019-09-11T22:15,0.97,0.98,0.99,0.98,10.8,49.9,1.6,1.4,1.6,8.9,8.5,6.1,201.1,170.0,203.9
12901,2019-09-11T22:30,0.98,0.98,0.99,0.98,9.6,49.9,1.5,1.5,1.5,8.1,8.8,5.4,201.1,170.0,203.9
12903,2019-09-11T22:45,0.98,0.99,0.99,0.99,8.3,50.0,1.4,1.3,1.4,6.8,9.0,4.7,201.1,170.0,203.9
12905,2019-09-11T23:00,0.98,0.98,0.99,0.99,8.1,50.0,1.3,1.2,1.4,6.6,8.5,5.6,201.1,170.0,203.9
12907,2019-09-11T23:15,0.98,0.98,0.99,0.99,8.6,50.0,1.2,1.2,1.3,5.6,8.2,5.2,201.1,170.0,203.9
12909,2019-09-11T23:30,0.98,0.97,0.99,0.99,9.2,50.0,1.3,1.0,1.2,6.3,10.5,5.1,201.1,170.0,203.9
12911,2019-09-11T23:45,0.98,0.98,0.99,0.99,8.8,49.9,1.1,0.9,0.9,6.3,8.8,4.1,201.1,170.0,203.9
12913,2019-09-12T00:00,0.98,0.97,0.99,0.99,9.2,50.0,1.1,1.0,1.0,6.5,10.9,4.5,201.1,170.0,203.9
12915,2019-09-12T00:15,0.98,0.98,0.99,0.99,8.8,49.7,0.7,0.7,1.1,7.1,9.7,3.9,201.1,170.0,203.9
12917,2019-09-12T00:30,0.98,0.97,0.99,0.99,9.0,50.0,1.0,0.9,1.0,6.5,7.4,8.0,201.1,170.0,203.9
12919,2019-09-12T00:45,0.98,0.98,0.99,0.99,8.5,50.0,1.0,0.7,0.9,6.3,10.6,3.8,201.1,170.0,203.9
12921,2019-09-12T01:00,0.97,0.98,0.99,0.99,9.1,50.0,1.0,1.0,1.0,6.8,11.5,4.9,201.1,170.0,203.9
12923,2019-09-12T01:15,0.98,0.99,0.99,0.99,8.3,49.9,0.8,0.9,0.8,6.8,10.5,4.3,201.1,170.0,203.9
12925,2019-09-12T01:30,0.97,0.98,0.99,0.98,9.6,50.0,0.7,0.7,0.8,7.3,10.5,4.5,201.1,170.0,203.9
12927,2019-09-12T01:45,0.98,0.98,0.99,0.98,9.6,49.9,2.9,2.9,2.9,6.2,9.5,4.0,201.1,170.0,203.9
12929,2019-09-12T02:00,0.98,0.98,0.99,0.99,9.0,49.9,0.8,3.7,3.6,6.8,12.0,4.2,201.1,170.0,203.9
12931,2019-09-12T02:15,0.98,0.99,0.99,0.99,7.8,49.8,0.9,0.6,0.5,5.5,9.2,4.5,201.1,170.0,203.9
12933,2019-09-12T02:30,0.98,0.98,0.99,0.99,8.5,49.9,0.8,1.0,0.9,5.4,11.0,4.5,201.1,170.0,203.9
12935,2019-09-12T02:45,0.98,0.98,0.99,0.99,8.5,49.9,0.9,0.8,0.9,5.0,9.5,3.8,201.1,170.0,203.9
12937,2019-09-12T03:00,0.97,0.98,0.99,0.99,9.4,50.0,0.7,0.8,0.9,5.7,10.8,5.3,201.1,170.0,203.9
12939,2019-09-12T03:15,0.98,0.98,0.99,0.99,8.4,49.9,0.6,0.7,1.0,4.5,9.1,6.3,201.1,170.0,203.9
12941,2019-09-12T03:30,0.98,0.99,0.99,0.99,6.9,49.9,0.7,0.8,0.9,3.7,9.3,5.1,201.1,170.0,203.9
12943,2019-09-12T03:45,0.98,0.99,0.99,0.99,7.7,49.9,0.9,0.9,0.8,2.8,8.7,4.4,201.1,170.0,203.9
12945,2019-09-12T04:00,0.98,0.99,0.99,0.99,7.2,50.0,0.7,0.8,0.8,4.9,9.7,5.9,201.1,170.0,203.9
12947,2019-09-12T04:15,0.97,0.99,0.99,0.99,7.4,49.9,0.8,0.8,1.1,4.3,8.4,7.0,201.1,170.0,203.9
12949,2019-09-12T04:30,0.98,0.98,0.99,0.99,9.2,49.9,0.9,0.8,0.7,5.7,11.7,4.9,201.1,170.0,203.9
12951,2019-09-12T04:45,0.98,0.98,0.99,0.99,8.7,49.8,0.9,0.9,0.7,5.4,9.2,7.0,201.1,170.0,203.9
12953,2019-09-12T05:00,0.98,0.97,0.99,0.98,10.0,50.0,2.1,2.2,2.2,5.1,9.2,5.0,201.1,170.0,203.9
12955,2019-09-12T05:15,0.98,0.96,0.99,0.98,10.6,49.9,0.8,0.9,3.0,21.0,9.5,8.8,201.1,170.0,203.9
12957,2019-09-12T05:30,0.97,0.97,0.99,0.98,11.2,50.0,0.8,0.9,1.0,4.8,12.4,7.0,201.1,170.0,203.9
12959,2019-09-12T05:45,0.96,0.96,0.99,0.97,12.7,50.0,0.9,1.0,1.0,6.5,9.9,8.0,201.1,170.0,203.9
12961,2019-09-12T06:00,0.95,0.96,0.99,0.97,13.5,50.0,0.9,0.9,1.0,5.9,12.4,6.2,201.1,170.0,203.9
12963,2019-09-12T06:15,0.98,0.96,0.98,0.97,12.7,49.8,0.7,1.0,0.9,4.8,13.1,6.2,201.1,170.0,203.9
12965,2019-09-12T06:30,0.97,0.97,0.99,0.98,11.7,49.8,0.7,0.7,1.0,5.9,11.7,8.6,201.1,170.0,203.9
12967,2019-09-12T06:45,0.96,0.97,0.99,0.98,12.4,49.9,2.8,2.7,0.8,6.9,12.6,6.8,201.1,170.0,203.9
12969,2019-09-12T07:00,0.98,0.94,0.98,0.97,13.2,50.0,1.1,0.9,1.0,8.1,11.3,5.3,201.1,170.0,203.9
12971,2019-09-12T07:15,0.96,0.93,0.98,0.96,15.9,49.9,0.9,0.9,0.9,8.4,10.2,4.8,201.1,170.0,203.9
12973,2019-09-12T07:30,0.94,0.96,0.98,0.97,15.1,49.9,0.9,0.9,1.0,6.6,13.7,7.4,201.1,170.0,203.9
12975,2019-09-12T07:45,0.91,0.96,0.97,0.95,17.8,50.0,4.4,4.4,4.3,6.4,10.7,6.5,201.1,170.0,203.9
12977,2019-09-12T08:00,0.93,0.97,0.98,0.96,15.5,49.9,3.9,1.0,0.9,9.0,10.3,5.6,201.1,170.0,203.9
12979,2019-09-12T08:15,0.96,0.98,0.98,0.97,12.8,49.9,1.1,1.1,1.1,5.9,10.1,7.5,201.1,170.0,203.9
12981,2019-09-12T08:30,0.95,0.97,0.98,0.97,14.5,49.9,2.5,2.4,0.9,9.5,8.1,5.6,201.1,170.0,203.9
12983,2019-09-12T08:45,0.94,0.97,0.97,0.96,15.4,49.9,1.1,1.0,1.0,9.8,7.9,7.4,201.1,170.0,203.9
12985,2019-09-12T09:00,0.95,0.98,0.98,0.97,13.6,49.9,1.1,0.9,1.0,5.6,8.0,6.8,201.1,170.0,203.9
12987,2019-09-12T09:15,0.95,0.97,0.98,0.97,13.4,49.9,1.2,1.2,1.2,10.7,7.9,9.5,201.1,170.0,203.9
12989,2019-09-12T09:30,0.95,0.95,0.98,0.96,15.3,49.9,1.2,1.1,1.1,10.6,11.6,8.0,201.1,170.0,203.9
12991,2019-09-12T09:45,0.93,0.97,0.98,0.97,14.8,49.9,1.2,1.2,1.0,8.8,11.0,7.9,201.1,170.0,203.9
12993,2019-09-12T10:00,0.96,0.96,0.98,0.97,13.9,50.0,1.2,1.2,1.2,9.5,11.6,6.3,201.1,170.0,203.9
12995,2019-09-12T10:15,0.96,0.96,0.98,0.97,14.1,49.9,1.2,1.2,1.0,8.6,8.6,6.7,201.1,170.0,203.9
12997,2019-09-12T10:30,0.96,0.97,0.98,0.97,14.0,49.9,1.2,1.0,1.2,8.4,9.5,6.7,201.1,170.0,203.9
12999,2019-09-12T10:45,0.96,0.96,0.99,0.97,13.4,49.9,1.3,1.3,1.2,10.9,8.2,8.9,201.1,170.0,203.9
13001,2019-09-12T11:00,0.96,0.96,0.99,0.97,13.0,50.0,2.0,1.6,1.6,11.1,9.3,7.9,201.1,170.0,203.9
13003,2019-09-12T11:15,0.97,0.98,0.99,0.98,11.8,49.9,1.4,1.4,1.3,12.7,12.4,7.1,201.1,170.0,203.9
13005,2019-09-12T11:30,0.98,0.98,0.98,0.98,11.3,50.0,1.6,1.5,1.5,15.1,9.8,8.2,201.1,170.0,203.9
13007,2019-09-12T11:45,0.97,0.98,0.98,0.98,12.2,50.0,2.5,2.7,2.7,14.4,11.6,7.4,201.1,170.0,203.9
13009,2019-09-12T12:00,0.97,0.98,0.98,0.98,11.9,50.0,1.6,1.6,1.5,13.8,10.3,7.4,201.1,170.0,203.9
13011,2019-09-12T12:15,0.97,0.98,0.98,0.98,12.7,50.0,0.6,1.5,1.6,13.4,10.0,7.2,201.1,170.0,203.9
13013,2019-09-12T12:33,0.97,0.98,0.98,0.98,12.3,50.0,1.6,1.5,1.4,13.0,9.1,6.5,201.1,170.0,203.9
13015,2019-09-12T12:45,0.97,0.98,0.99,0.98,11.4,49.9,1.6,1.6,1.6,11.9,9.4,6.4,201.1,170.0,203.9
13017,2019-09-12T13:00,0.97,0.98,0.98,0.98,11.9,50.0,1.6,1.6,1.4,13.1,9.0,7.1,201.1,170.0,203.9
13019,2019-09-12T13:15,0.98,0.98,0.98,0.98,12.4,49.9,1.6,1.6,1.4,13.3,11.7,6.5,201.1,170.0,203.9
13021,2019-09-12T13:30,0.98,0.98,0.98,0.98,12.0,50.0,1.7,1.6,1.5,12.9,10.4,7.0,201.1,170.0,203.9
13023,2019-09-12T13:45,0.98,0.98,0.98,0.98,12.0,49.9,1.7,1.7,1.5,14.8,12.5,7.9,201.1,170.0,203.9
13025,2019-09-12T14:00,0.98,0.98,0.98,0.98,12.4,50.0,1.7,1.5,1.5,12.4,9.7,8.4,201.1,170.0,203.9
13027,2019-09-12T14:15,0.98,0.98,0.98,0.98,12.4,49.9,1.7,1.5,1.6,13.8,9.6,7.4,201.1,170.0,203.9
13029,2019-09-12T14:30,0.98,0.98,0.98,0.98,12.0,49.9,1.7,1.6,1.4,14.2,11.1,7.7,201.1,170.0,203.9
13031,2019-09-12T14:45,0.98,0.98,0.97,0.98,11.7,49.9,1.8,1.6,1.5,13.6,8.9,6.5,201.1,170.0,203.9
13033,2019-09-12T15:44,0.96,0.96,0.97,0.96,16.2,50.0,1.6,1.7,1.6,13.3,11.6,6.0,201.1,170.0,203.9
13035,2019-09-12T16:00,0.97,0.97,0.97,0.97,13.9,50.0,1.4,1.5,1.4,9.4,8.4,7.0,201.1,170.0,203.9
13037,2019-09-12T16:15,0.97,0.98,0.98,0.97,13.8,50.0,2.2,2.2,2.9,11.9,10.0,6.7,201.1,170.0,203.9
13039,2019-09-12T16:30,0.98,0.98,0.98,0.98,11.7,50.0,1.8,1.8,1.6,10.4,10.4,7.2,201.1,170.0,203.9
13041,2019-09-12T16:45,0.97,0.98,0.98,0.98,12.2,50.0,1.9,1.7,1.6,12.2,11.5,7.6,201.1,170.0,203.9
13043,2019-09-12T17:00,0.97,0.99,0.98,0.98,11.5,50.0,2.0,3.4,3.2,12.5,10.8,7.5,201.1,170.0,203.9
13045,2019-09-12T17:15,0.97,0.98,0.98,0.98,11.4,49.9,2.1,1.9,1.8,12.6,13.0,8.0,201.1,170.0,203.9
13047,2019-09-12T17:30,0.98,0.99,0.98,0.98,10.7,49.9,2.1,2.0,1.9,14.1,11.5,8.1,201.1,170.0,203.9
13049,2019-09-12T17:45,0.98,0.99,0.99,0.99,9.6,49.9,2.4,2.3,2.2,13.3,14.1,9.1,201.1,170.0,203.9
13051,2019-09-12T18:00,0.98,0.99,0.99,0.99,8.9,50.0,2.5,2.4,2.2,13.1,14.1,9.3,201.1,170.0,203.9
13053,2019-09-12T18:15,0.98,0.99,0.99,0.99,9.2,49.9,2.5,2.4,2.3,13.8,14.3,8.8,201.1,170.0,203.9
13055,2019-09-12T18:30,0.98,0.99,0.99,0.99,8.9,50.0,2.7,2.5,2.3,14.6,14.6,9.0,201.1,170.0,203.9
13057,2019-09-12T18:45,0.98,0.99,0.99,0.99,7.7,49.9,1.7,1.1,1.4,13.8,13.7,8.9,201.1,170.0,203.9
13059,2019-09-12T19:00,0.98,0.99,0.99,0.99,7.4,50.0,2.6,2.4,2.3,14.2,14.2,8.4,201.1,170.0,203.9
13061,2019-09-12T19:15,0.98,0.99,0.99,0.99,7.5,50.0,2.6,2.4,2.2,14.6,16.5,7.3,201.1,170.0,203.9
13063,2019-09-12T19:30,0.98,0.99,0.99,0.99,7.5,50.0,2.5,2.4,2.2,14.5,14.4,8.3,201.1,170.0,203.9
13065,2019-09-12T19:45,0.98,0.99,0.99,0.99,7.8,50.0,2.7,2.4,2.3,15.1,16.2,7.9,201.1,170.0,203.9
13067,2019-09-12T20:00,0.98,0.99,0.99,0.99,8.4,50.0,2.6,2.5,2.4,14.3,16.8,9.0,201.1,170.0,203.9
13069,2019-09-12T20:15,0.98,0.99,0.99,0.99,9.0,49.9,2.6,2.5,2.3,15.6,16.1,8.3,201.1,170.0,203.9
13071,2019-09-12T20:30,0.98,0.99,0.99,0.99,9.2,49.9,2.6,2.4,2.4,15.5,17.2,9.5,201.1,170.0,203.9
13073,2019-09-12T20:45,0.98,0.99,0.99,0.99,8.4,49.9,2.6,2.3,2.2,16.2,16.4,8.4,201.1,170.0,203.9
13075,2019-09-12T21:00,0.98,0.99,0.99,0.99,8.8,49.9,2.5,2.2,2.3,15.4,15.7,8.8,201.1,170.0,203.9
13077,2019-09-12T21:15,0.98,0.99,0.99,0.99,8.8,50.0,2.5,2.2,2.1,16.0,17.2,7.0,201.1,170.0,203.9
13079,2019-09-12T21:30,0.98,0.99,0.99,0.99,7.4,49.9,2.4,2.1,2.1,13.0,16.3,7.7,201.1,170.0,203.9
13081,2019-09-12T21:45,0.98,0.99,0.99,0.99,7.7,50.0,2.1,1.9,2.0,9.3,12.6,6.2,201.1,170.0,203.9
13083,2019-09-12T22:00,0.98,0.99,0.99,0.99,8.3,50.0,2.1,2.0,2.0,9.3,13.6,7.5,201.1,170.0,203.9
13085,2019-09-12T22:15,0.98,0.99,0.99,0.99,8.5,50.0,2.0,1.5,1.8,9.7,12.0,5.4,201.1,170.0,203.9
13087,2019-09-12T22:30,0.99,0.98,0.99,0.99,8.7,50.0,1.9,1.7,1.8,7.5,10.1,6.2,201.1,170.0,203.9
13089,2019-09-12T22:45,0.98,0.98,0.99,0.99,9.5,50.0,1.9,1.7,1.6,8.1,8.8,5.4,201.1,170.0,203.9
13091,2019-09-12T23:00,0.97,0.98,0.99,0.98,9.6,50.0,1.8,1.5,1.6,8.3,6.7,6.0,201.1,170.0,203.9
13093,2019-09-12T23:15,0.97,0.98,0.99,0.98,10.1,50.0,1.5,1.4,1.6,7.0,7.6,5.2,201.1,170.0,203.9
13095,2019-09-12T23:30,0.98,0.98,0.99,0.99,8.6,50.0,1.5,1.2,1.5,6.8,6.4,5.4,201.1,170.0,203.9
13097,2019-09-12T23:45,0.98,0.98,0.99,0.99,9.0,49.9,1.5,1.2,1.4,8.6,9.0,6.0,201.1,170.0,203.9
13099,2019-09-13T00:00,0.97,0.98,0.99,0.99,9.7,50.0,1.4,1.2,1.3,8.6,5.7,5.3,201.1,170.0,203.9
13101,2019-09-13T00:15,0.98,0.98,0.99,0.99,9.5,50.0,1.3,1.2,1.3,9.1,8.5,6.3,201.1,170.0,203.9
13103,2019-09-13T00:30,0.97,0.98,0.99,0.99,9.2,49.9,1.3,0.9,1.1,9.5,8.1,7.1,201.1,170.0,203.9
13105,2019-09-13T00:45,0.98,0.98,0.99,0.99,9.5,50.0,1.2,1.0,1.2,7.9,7.1,5.9,201.1,170.0,203.9
13107,2019-09-13T01:00,0.97,0.98,0.99,0.98,9.7,50.0,1.4,1.1,1.2,9.3,8.0,6.4,201.1,170.0,203.9
13109,2019-09-13T01:15,0.96,0.98,0.99,0.98,10.2,49.9,1.2,0.9,1.2,8.9,9.8,6.9,201.1,170.0,203.9
13111,2019-09-13T01:30,0.98,0.98,0.99,0.99,9.1,50.0,1.1,0.8,1.1,8.9,7.1,5.9,201.1,170.0,203.9
13113,2019-09-13T01:45,0.98,0.96,0.99,0.98,10.2,49.9,1.0,0.9,1.1,9.8,8.1,6.8,201.1,170.0,203.9
13115,2019-09-13T02:00,0.98,0.97,0.99,0.99,9.4,50.0,1.3,1.0,1.2,7.5,10.7,4.6,201.1,170.0,203.9
13117,2019-09-13T02:15,0.97,0.98,0.99,0.99,9.3,49.9,1.1,0.8,1.0,8.4,9.0,6.6,201.1,170.0,203.9
13119,2019-09-13T02:30,0.98,0.98,0.99,0.99,8.1,50.0,1.2,0.9,1.1,8.0,6.6,6.7,201.1,170.0,203.9
13121,2019-09-13T02:45,0.97,0.98,0.99,0.99,8.9,50.0,1.2,1.0,1.0,8.6,7.6,6.3,201.1,170.0,203.9
13123,2019-09-13T03:00,0.98,0.97,0.99,0.99,9.3,50.0,1.1,1.0,1.2,6.0,6.9,5.7,201.1,170.0,203.9
13125,2019-09-13T03:15,0.98,0.97,0.99,0.99,9.0,50.0,1.0,0.9,1.0,5.2,8.1,6.1,201.1,170.0,203.9
13127,2019-09-13T03:30,0.97,0.98,0.99,0.99,8.9,50.0,1.0,1.0,1.0,7.0,7.1,6.6,201.1,170.0,203.9
13129,2019-09-13T03:45,0.97,0.98,0.99,0.99,8.7,50.0,1.0,0.9,1.1,6.5,8.3,5.8,201.1,170.0,203.9
13131,2019-09-13T04:00,0.96,0.97,0.99,0.99,9.8,50.0,1.2,1.1,1.1,5.8,6.4,6.3,201.1,170.0,203.9
13133,2019-09-13T04:15,0.97,0.97,0.99,0.98,9.5,49.9,1.0,0.8,1.0,6.3,7.2,6.5,201.1,170.0,203.9
13135,2019-09-13T04:30,0.97,0.96,0.99,0.98,10.4,50.0,1.1,0.8,1.0,6.4,9.4,6.4,201.1,170.0,203.9
13137,2019-09-13T04:45,0.96,0.98,0.99,0.98,9.8,49.9,1.1,0.9,1.1,5.9,8.5,7.4,201.1,170.0,203.9
13139,2019-09-13T05:00,0.97,0.96,0.99,0.98,10.4,50.0,1.1,0.9,1.1,6.0,6.6,6.3,201.1,170.0,203.9
13141,2019-09-13T06:04,0.91,0.89,0.97,0.93,21.6,50.0,1.3,1.1,1.1,11.4,11.7,6.4,201.1,170.0,203.9
13143,2019-09-13T06:15,0.93,0.9,0.98,0.95,19.4,49.9,1.1,1.0,1.2,8.3,10.6,6.4,201.1,170.0,203.9
13145,2019-09-13T06:30,0.93,0.93,0.98,0.96,17.6,49.9,1.1,1.3,1.1,8.3,15.2,6.6,201.1,170.0,203.9
13147,2019-09-13T06:45,0.95,0.98,0.97,0.97,14.6,49.9,1.3,1.5,1.6,7.0,13.8,6.8,201.1,170.0,203.9
13149,2019-09-13T07:00,0.94,0.94,0.97,0.95,17.8,49.9,1.2,1.1,1.1,8.3,12.2,7.0,201.1,170.0,203.9
13151,2019-09-13T07:15,0.96,0.92,0.98,0.96,15.9,49.8,2.6,1.0,0.9,7.1,14.3,6.5,201.1,170.0,203.9
13153,2019-09-13T14:00,0.98,0.98,0.98,0.98,11.3,50.0,2.1,1.8,1.8,14.2,10.5,7.4,201.1,170.0,203.9
13155,2019-09-13T14:15,0.98,0.98,0.98,0.98,11.5,49.9,2.0,1.7,1.8,13.3,10.5,8.1,201.1,170.0,203.9
13157,2019-09-13T14:30,0.98,0.98,0.98,0.98,11.2,50.0,2.0,1.7,1.7,13.0,9.6,7.2,201.1,170.0,203.9
13159,2019-09-13T14:45,0.98,0.98,0.98,0.98,11.0,49.9,2.0,1.7,1.8,14.4,11.7,8.8,201.1,170.0,203.9
13161,2019-09-13T15:00,0.98,0.98,0.98,0.98,10.9,50.0,2.1,1.8,1.7,15.1,11.6,7.9,201.1,170.0,203.9
13163,2019-09-13T15:15,0.98,0.98,0.98,0.98,11.7,50.0,2.0,1.7,1.7,13.9,10.2,7.4,201.1,170.0,203.9
13165,2019-09-13T15:30,0.98,0.98,0.98,0.98,11.2,50.0,2.0,1.8,1.7,13.5,11.8,7.9,201.1,170.0,203.9
13167,2019-09-13T15:45,0.98,0.98,0.98,0.98,10.5,49.9,1.9,1.7,1.6,12.8,10.1,6.6,201.1,170.0,203.9
13169,2019-09-13T16:00,0.98,0.98,0.98,0.98,11.8,50.0,1.9,1.8,1.7,13.4,11.1,7.4,201.1,170.0,203.9
13171,2019-09-13T16:15,0.97,0.97,0.97,0.97,14.5,49.9,2.0,1.8,1.8,12.6,9.5,9.2,201.1,170.0,203.9
13173,2019-09-13T16:30,0.98,0.98,0.99,0.98,10.6,50.0,1.9,1.8,1.9,12.5,12.2,9.7,201.1,170.0,203.9
13175,2019-09-13T16:45,0.98,0.98,0.98,0.98,10.7,49.9,2.1,1.9,1.9,13.9,11.8,9.1,201.1,170.0,203.9
13177,2019-09-13T17:00,0.98,0.98,0.98,0.98,11.6,50.0,2.1,2.0,1.9,13.1,12.7,8.4,201.1,170.0,203.9
13179,2019-09-13T17:15,0.98,0.98,0.99,0.98,11.2,49.9,2.2,2.1,2.0,12.2,13.5,9.8,201.1,170.0,203.9
13181,2019-09-13T17:30,0.98,0.99,0.99,0.99,9.9,50.0,4.6,2.2,2.2,15.1,16.6,11.1,201.1,170.0,203.9
13183,2019-09-13T17:45,0.98,0.99,0.99,0.99,9.3,49.9,2.5,2.4,2.1,17.1,16.3,10.0,201.1,170.0,203.9
13185,2019-09-13T18:00,0.98,0.99,0.99,0.99,8.0,50.0,2.5,2.5,2.2,15.4,16.4,9.1,201.1,170.0,203.9
13187,2019-09-13T18:15,0.98,0.99,0.99,0.99,8.7,49.8,2.5,2.5,2.2,15.3,14.1,8.3,201.1,170.0,203.9
13189,2019-09-13T18:30,0.98,0.99,0.99,0.99,8.3,50.0,4.7,4.7,4.5,16.3,16.8,8.4,201.1,170.0,203.9
13191,2019-09-13T18:45,0.98,0.99,0.99,0.99,8.4,49.9,2.6,2.5,2.2,17.2,15.2,7.6,201.1,170.0,203.9
13193,2019-09-13T19:00,0.98,0.99,0.99,0.99,7.9,49.9,2.6,2.5,2.2,16.5,15.6,8.1,201.1,170.0,203.9
13195,2019-09-13T19:15,0.98,0.99,0.99,0.99,7.9,50.0,2.5,1.3,2.2,14.1,16.2,14.3,201.1,170.0,203.9
13197,2019-09-13T19:30,0.98,0.99,0.99,0.99,7.2,50.0,2.5,2.4,2.2,14.0,14.5,7.9,201.1,170.0,203.9
13199,2019-09-13T19:45,0.98,0.99,0.99,0.99,7.9,50.0,2.6,2.4,2.3,16.0,14.2,8.4,201.1,170.0,203.9
13201,2019-09-13T20:00,0.98,0.99,0.99,0.99,8.0,50.0,2.6,2.5,2.3,15.8,16.1,8.0,201.1,170.0,203.9
13203,2019-09-13T20:15,0.99,0.99,0.99,0.99,7.8,49.9,2.6,2.5,2.2,15.5,17.2,8.2,201.1,170.0,203.9
13205,2019-09-13T20:30,0.99,0.99,0.99,0.99,7.8,50.0,2.5,2.6,2.3,16.1,18.3,9.2,201.1,170.0,203.9
13207,2019-09-13T20:45,0.99,0.99,0.99,0.99,6.7,49.9,2.5,2.4,2.2,16.7,17.7,8.0,201.1,170.0,203.9
13209,2019-09-13T21:00,0.98,0.99,0.99,0.99,8.0,49.9,2.4,2.4,2.3,16.1,14.8,11.2,201.1,170.0,203.9
13211,2019-09-13T21:15,0.98,0.99,0.99,0.99,8.9,49.9,2.5,2.3,2.2,15.8,16.3,8.3,201.1,170.0,203.9
